d1_filter,adx_gate,hurst_gate,vov_gate,rsi_div,entry,exit,partial,oos_trades,oos_total_pips,oos_avg_pips,wf_trades,wf_total_pips,wf_avg_pips
ema_20_50,25,0.0,off,on,pullback,atr_2.5,50pct_1R,15659,-45710.2,-2.9191,5084,-6953.53,-1.3677
ema_20_50,25,0.53,off,off,pullback,atr_3.0,50pct_1R,6888,-20113.08,-2.92,4272,-12616.46,-2.9533
ema_20_50,20,0.0,off,off,pullback,regime_flip,off,25396,-74317.9,-2.9264,0,0.0,0.0
ema_20_50,20,0.0,off,off,pullback,regime_flip,50pct_1R,25396,-74317.9,-2.9264,0,0.0,0.0
off,20,0.53,reject_p75,off,pullback,atr_2.5,off,14537,-42550.24,-2.927,5968,-20576.66,-3.4478
ema_20_50,20,0.0,reject_p75,on,immediate,atr_2.5,50pct_1R,18172,-53210.04,-2.9281,0,0.0,0.0
ema_20_50,20,0.53,off,off,immediate,atr_3.0,50pct_1R,10728,-31434.45,-2.9301,3501,-3722.84,-1.0634
ema_20_50,20,0.0,reject_p75,off,immediate,regime_flip,50pct_1R,19544,-57277.5,-2.9307,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,off,immediate,regime_flip,off,19544,-57277.5,-2.9307,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,pullback,regime_tighten,off,11580,-33963.18,-2.9329,0,0.0,0.0
ema_20_50,20,0.53,off,off,pullback,regime_flip,off,10245,-30087.7,-2.9368,0,0.0,0.0
ema_20_50,20,0.53,off,off,pullback,regime_flip,50pct_1R,10245,-30087.7,-2.9368,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,pullback,regime_tighten,50pct_1R,6652,-19548.63,-2.9388,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,pullback,regime_flip,50pct_1R,28028,-82390.1,-2.9396,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,pullback,regime_flip,off,28028,-82390.1,-2.9396,0,0.0,0.0
ema_20_50,20,0.0,off,on,immediate,atr_2.5,off,24819,-72982.28,-2.9406,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,immediate,regime_flip,off,11823,-34815.1,-2.9447,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,immediate,regime_flip,50pct_1R,11823,-34815.1,-2.9447,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,pullback,regime_tighten,off,4419,-13025.5,-2.9476,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,pullback,atr_2.5,50pct_1R,7133,-21057.4,-2.9521,2877,-8246.51,-2.8664
ema_50_200,25,0.0,off,on,pullback,regime_flip,off,13294,-39279.3,-2.9547,0,0.0,0.0
ema_50_200,25,0.0,off,on,pullback,regime_flip,50pct_1R,13294,-39279.3,-2.9547,0,0.0,0.0
ema_20_50,0,0.0,off,off,pullback,atr_2.5,50pct_1R,39868,-117806.25,-2.9549,12049,-22295.93,-1.8504
ema_20_50,20,0.53,reject_p75,on,immediate,atr_2.5,off,6937,-20514.36,-2.9572,2788,-8432.07,-3.0244
ema_20_50,20,0.0,off,on,immediate,atr_3.0,50pct_1R,24819,-73622.72,-2.9664,0,0.0,0.0
off,20,0.53,reject_p75,on,pullback,regime_flip,off,13550,-40215.1,-2.9679,0,0.0,0.0
off,20,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,13550,-40215.1,-2.9679,0,0.0,0.0
ema_20_50,25,0.53,off,off,pullback,regime_flip,off,6888,-20443.6,-2.968,0,0.0,0.0
ema_20_50,25,0.53,off,off,pullback,regime_flip,50pct_1R,6888,-20443.6,-2.968,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,pullback,regime_tighten,50pct_1R,12673,-37630.25,-2.9693,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,pullback,regime_flip,off,29518,-87813.0,-2.9749,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,pullback,regime_flip,50pct_1R,29518,-87813.0,-2.9749,0,0.0,0.0
ema_20_50,0,0.0,off,off,immediate,atr_2.5,off,41906,-124786.28,-2.9778,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,pullback,atr_3.0,50pct_1R,29518,-88078.61,-2.9839,0,0.0,0.0
ema_20_50,25,0.53,off,on,pullback,atr_3.0,50pct_1R,6303,-18808.66,-2.9841,3902,-11965.25,-3.0664
ema_20_50,25,0.53,off,off,pullback,atr_2.5,off,6888,-20568.31,-2.9861,2329,-3379.24,-1.4509
ema_20_50,0,0.0,reject_p75,off,pullback,atr_2.5,50pct_1R,29518,-88217.61,-2.9886,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,immediate,atr_2.5,off,11233,-33574.58,-2.9889,4298,-13099.52,-3.0478
ema_20_50,20,0.0,reject_p75,on,pullback,atr_2.5,50pct_1R,17347,-51861.99,-2.9897,5998,-11328.92,-1.8888
ema_20_50,25,0.53,reject_p75,off,immediate,atr_2.5,off,5007,-14974.84,-2.9908,2085,-5857.29,-2.8093
ema_20_50,20,0.53,reject_p75,off,immediate,regime_flip,off,7442,-22266.4,-2.992,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,immediate,regime_flip,50pct_1R,7442,-22266.4,-2.992,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,pullback,regime_flip,50pct_1R,9707,-29063.3,-2.9941,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,pullback,regime_flip,off,9707,-29063.3,-2.9941,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,4419,-13248.7,-2.9981,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,pullback,regime_flip,off,4419,-13248.7,-2.9981,0,0.0,0.0
ema_20_50,20,0.0,off,off,immediate,atr_3.0,50pct_1R,26668,-79963.61,-2.9985,0,0.0,0.0
ema_50_200,25,0.0,off,off,pullback,regime_flip,off,14520,-43670.0,-3.0076,0,0.0,0.0
ema_50_200,25,0.0,off,off,pullback,regime_flip,50pct_1R,14520,-43670.0,-3.0076,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,pullback,atr_2.5,off,4419,-13320.3,-3.0143,1833,-5233.87,-2.8554
off,20,0.53,reject_p75,off,pullback,regime_flip,off,14537,-43922.9,-3.0215,0,0.0,0.0
off,20,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,14537,-43922.9,-3.0215,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,pullback,atr_2.5,50pct_1R,10727,-32413.14,-3.0216,4092,-12456.22,-3.044
ema_20_50,25,0.0,reject_p75,off,immediate,regime_flip,50pct_1R,13278,-40169.9,-3.0253,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,immediate,regime_flip,off,13278,-40169.9,-3.0253,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,off,pullback,atr_3.0,50pct_1R,4809,-14553.59,-3.0263,2002,-4511.7,-2.2536
ema_50_200,25,0.0,reject_p75,off,pullback,regime_flip,off,10612,-32148.9,-3.0295,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,pullback,regime_flip,50pct_1R,10612,-32148.9,-3.0295,0,0.0,0.0
ema_20_50,20,0.0,off,off,immediate,atr_2.5,off,26668,-80884.13,-3.033,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,pullback,regime_flip,50pct_1R,17347,-52646.0,-3.0349,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,pullback,regime_flip,off,17347,-52646.0,-3.0349,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,6652,-20240.2,-3.0427,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,pullback,regime_flip,off,6652,-20240.2,-3.0427,0,0.0,0.0
ema_20_50,25,0.0,off,on,pullback,atr_3.0,50pct_1R,15659,-47652.72,-3.0432,5084,-2216.69,-0.436
ema_20_50,25,0.53,reject_p75,on,pullback,regime_tighten,50pct_1R,4419,-13452.44,-3.0442,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,immediate,regime_flip,50pct_1R,12117,-36936.9,-3.0484,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,immediate,regime_flip,off,12117,-36936.9,-3.0484,0,0.0,0.0
off,25,0.53,reject_p75,on,pullback,regime_flip,off,8828,-26940.0,-3.0517,0,0.0,0.0
off,25,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,8828,-26940.0,-3.0517,0,0.0,0.0
ema_20_50,25,0.0,off,off,pullback,atr_2.5,50pct_1R,17141,-52364.62,-3.0549,5531,-8130.7,-1.47
ema_20_50,25,0.0,reject_p75,on,pullback,atr_3.0,50pct_1R,11580,-35397.53,-3.0568,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,off,immediate,atr_2.5,50pct_1R,19544,-59843.98,-3.062,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,pullback,regime_tighten,off,7133,-21843.75,-3.0624,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,immediate,atr_2.5,off,29428,-90149.16,-3.0634,0,0.0,0.0
ema_50_200,0,0.53,off,on,pullback,regime_flip,50pct_1R,12993,-39812.8,-3.0642,0,0.0,0.0
ema_50_200,0,0.53,off,on,pullback,regime_flip,off,12993,-39812.8,-3.0642,0,0.0,0.0
ema_20_50,25,0.0,off,on,pullback,regime_flip,off,15659,-48025.5,-3.067,0,0.0,0.0
ema_20_50,25,0.0,off,on,pullback,regime_flip,50pct_1R,15659,-48025.5,-3.067,0,0.0,0.0
ema_20_50,25,0.0,off,on,immediate,atr_3.0,50pct_1R,16424,-50403.0,-3.0689,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,pullback,regime_tighten,50pct_1R,7133,-21902.68,-3.0706,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,immediate,atr_2.5,50pct_1R,12117,-37226.5,-3.0723,0,0.0,0.0
ema_20_50,25,0.53,off,on,immediate,atr_3.0,off,6579,-20228.53,-3.0747,0,0.0,0.0
ema_20_50,25,0.0,off,off,pullback,regime_flip,50pct_1R,17141,-52725.2,-3.076,0,0.0,0.0
ema_20_50,25,0.0,off,off,pullback,regime_flip,off,17141,-52725.2,-3.076,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,pullback,atr_2.5,50pct_1R,11580,-35654.84,-3.079,4167,-7633.57,-1.8319
ema_20_50,25,0.0,reject_p75,off,pullback,regime_tighten,off,12673,-39102.5,-3.0855,0,0.0,0.0
ema_50_200,20,0.53,off,on,pullback,regime_flip,50pct_1R,7942,-24506.6,-3.0857,0,0.0,0.0
ema_50_200,20,0.53,off,on,pullback,regime_flip,off,7942,-24506.6,-3.0857,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,5748,-17767.3,-3.091,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,pullback,regime_flip,off,5748,-17767.3,-3.091,0,0.0,0.0
ema_20_50,20,0.53,off,on,immediate,atr_3.0,50pct_1R,9985,-30872.57,-3.0919,3245,-2948.12,-0.9085
ema_20_50,20,0.0,reject_p75,off,pullback,regime_flip,50pct_1R,18642,-57664.3,-3.0932,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,off,pullback,regime_flip,off,18642,-57664.3,-3.0932,0,0.0,0.0
ema_50_200,25,0.53,off,on,pullback,regime_flip,off,5128,-15876.4,-3.096,0,0.0,0.0
ema_50_200,25,0.53,off,on,pullback,regime_flip,50pct_1R,5128,-15876.4,-3.096,0,0.0,0.0
off,25,0.53,reject_p75,off,pullback,regime_flip,off,9640,-29861.6,-3.0977,0,0.0,0.0
off,25,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,9640,-29861.6,-3.0977,0,0.0,0.0
ema_20_50,0,0.53,off,on,pullback,regime_flip,off,15389,-47720.3,-3.1009,0,0.0,0.0
ema_20_50,0,0.53,off,on,pullback,regime_flip,50pct_1R,15389,-47720.3,-3.1009,0,0.0,0.0
ema_20_50,0,0.53,off,off,pullback,regime_flip,off,16200,-50241.2,-3.1013,0,0.0,0.0
ema_20_50,0,0.53,off,off,pullback,regime_flip,50pct_1R,16200,-50241.2,-3.1013,0,0.0,0.0
ema_50_200,0,0.53,off,off,pullback,regime_flip,50pct_1R,13646,-42353.2,-3.1037,0,0.0,0.0
ema_50_200,0,0.53,off,off,pullback,regime_flip,off,13646,-42353.2,-3.1037,0,0.0,0.0
ema_20_50,0,0.0,off,on,pullback,atr_3.0,50pct_1R,37861,-117642.15,-3.1072,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,off,pullback,regime_flip,off,4809,-14962.3,-3.1113,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,4809,-14962.3,-3.1113,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,pullback,atr_2.5,50pct_1R,11290,-35157.69,-3.1141,4316,-13046.64,-3.0229
ema_20_50,0,0.53,reject_p75,off,immediate,atr_2.5,off,11823,-36874.32,-3.1189,4536,-14568.99,-3.2119
ema_20_50,20,0.0,off,on,pullback,atr_3.0,50pct_1R,23644,-73837.34,-3.1229,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,immediate,atr_3.0,off,29428,-91993.98,-3.1261,0,0.0,0.0
ema_20_50,25,0.0,off,off,immediate,atr_3.0,50pct_1R,17990,-56465.2,-3.1387,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,pullback,regime_flip,off,9400,-29510.2,-3.1394,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,9400,-29510.2,-3.1394,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,off,pullback,regime_tighten,off,4809,-15123.09,-3.1447,0,0.0,0.0
ema_20_50,20,0.0,off,on,pullback,atr_2.5,off,23644,-74456.4,-3.1491,7437,-11601.3,-1.5599
ema_20_50,0,0.53,reject_p75,on,pullback,atr_3.0,50pct_1R,10727,-33827.63,-3.1535,4092,-10646.71,-2.6018
ema_20_50,20,0.53,reject_p75,off,pullback,regime_flip,off,7133,-22503.5,-3.1548,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,7133,-22503.5,-3.1548,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,pullback,atr_3.0,50pct_1R,17347,-54758.8,-3.1567,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,18172,-57413.03,-3.1594,0,0.0,0.0
ema_20_50,0,0.0,off,off,pullback,atr_3.0,50pct_1R,39868,-126010.47,-3.1607,0,0.0,0.0
ema_20_50,0,0.53,off,off,immediate,atr_2.5,off,17004,-53930.24,-3.1716,5326,-11142.8,-2.0922
ema_20_50,20,0.0,reject_p75,off,pullback,atr_2.5,50pct_1R,18642,-59164.69,-3.1737,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,immediate,atr_2.5,off,31003,-98406.69,-3.1741,0,0.0,0.0
ema_20_50,0,0.53,off,on,immediate,atr_2.5,off,16151,-51269.85,-3.1744,5046,-9595.12,-1.9015
ema_50_200,20,0.53,off,off,pullback,regime_flip,off,8489,-27017.8,-3.1827,0,0.0,0.0
ema_50_200,20,0.53,off,off,pullback,regime_flip,50pct_1R,8489,-27017.8,-3.1827,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,pullback,atr_3.0,off,4419,-14065.34,-3.1829,1833,-4846.35,-2.6439
ema_20_50,25,0.0,off,off,pullback,atr_3.0,50pct_1R,17141,-54602.89,-3.1855,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,immediate,atr_2.5,off,7442,-23729.57,-3.1886,3004,-10270.45,-3.4189
ema_20_50,25,0.0,reject_p75,on,pullback,regime_flip,off,11580,-36959.9,-3.1917,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,pullback,regime_flip,50pct_1R,11580,-36959.9,-3.1917,0,0.0,0.0
ema_20_50,20,0.53,off,on,pullback,atr_2.5,off,9539,-30507.95,-3.1982,3111,-5115.65,-1.6444
ema_20_50,25,0.0,reject_p75,off,pullback,regime_flip,off,12673,-40539.0,-3.1988,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,pullback,regime_flip,50pct_1R,12673,-40539.0,-3.1988,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,pullback,atr_3.0,off,28028,-89656.26,-3.1988,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,pullback,atr_3.0,50pct_1R,11290,-36116.31,-3.199,4316,-11146.8,-2.5827
ema_50_200,0,0.53,reject_p75,off,pullback,regime_flip,off,9862,-31622.0,-3.2064,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,9862,-31622.0,-3.2064,0,0.0,0.0
ema_20_50,20,0.0,off,off,pullback,atr_3.0,50pct_1R,25396,-81444.36,-3.207,0,0.0,0.0
ema_20_50,0,0.53,off,off,pullback,atr_2.5,50pct_1R,16200,-51993.42,-3.2095,5075,-11277.88,-2.2222
ema_20_50,0,0.53,off,on,pullback,atr_2.5,50pct_1R,15389,-49449.43,-3.2133,4809,-10626.31,-2.2097
ema_20_50,25,0.0,off,on,immediate,atr_2.5,off,16424,-52813.01,-3.2156,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,immediate,atr_3.0,off,31003,-99705.54,-3.216,0,0.0,0.0
ema_20_50,0,0.0,off,on,immediate,atr_3.0,off,39791,-127977.07,-3.2162,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,12117,-39009.09,-3.2194,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,pullback,atr_2.5,off,6652,-21452.18,-3.2249,2674,-9689.74,-3.6237
ema_20_50,25,0.53,reject_p75,off,pullback,regime_tighten,50pct_1R,4809,-15508.97,-3.225,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,immediate,atr_3.0,off,11823,-38130.91,-3.2251,4536,-11470.72,-2.5288
ema_20_50,0,0.53,off,off,immediate,atr_3.0,50pct_1R,17004,-54857.68,-3.2262,5326,-7225.93,-1.3567
ema_20_50,0,0.0,reject_p75,on,pullback,atr_2.5,off,28028,-90509.02,-3.2292,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,6131,-19819.9,-3.2327,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,pullback,regime_flip,off,6131,-19819.9,-3.2327,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,pullback,regime_flip,off,10727,-34686.3,-3.2336,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,10727,-34686.3,-3.2336,0,0.0,0.0
ema_20_50,0,0.0,off,on,pullback,atr_2.5,off,37861,-122472.28,-3.2348,11454,-24858.71,-2.1703
ema_20_50,20,0.53,off,off,pullback,atr_2.5,off,10245,-33203.12,-3.2409,3354,-6717.68,-2.0029
ema_50_200,25,0.53,off,off,pullback,regime_flip,off,5571,-18070.7,-3.2437,0,0.0,0.0
ema_50_200,25,0.53,off,off,pullback,regime_flip,50pct_1R,5571,-18070.7,-3.2437,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,immediate,atr_3.0,off,11233,-36444.4,-3.2444,4298,-10468.58,-2.4357
ema_50_200,25,0.53,reject_p75,on,pullback,regime_flip,off,3678,-11956.9,-3.2509,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,3678,-11956.9,-3.2509,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,immediate,atr_2.5,50pct_1R,13278,-43198.85,-3.2534,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,pullback,atr_3.0,50pct_1R,6652,-21645.86,-3.254,2674,-7250.14,-2.7113
ema_20_50,0,0.0,off,off,immediate,atr_3.0,off,41906,-136384.36,-3.2545,0,0.0,0.0
ema_20_50,25,0.53,off,off,pullback,atr_3.0,off,6888,-22463.22,-3.2612,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,19544,-64018.3,-3.2756,0,0.0,0.0
ema_20_50,20,0.0,off,off,pullback,atr_2.5,off,25396,-83337.57,-3.2815,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,11290,-37117.1,-3.2876,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,pullback,regime_flip,off,11290,-37117.1,-3.2876,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,pullback,atr_3.0,50pct_1R,7133,-23638.76,-3.314,2877,-8136.42,-2.8281
ema_20_50,25,0.0,off,on,pullback,atr_2.5,off,15659,-51914.48,-3.3153,5084,-8352.8,-1.643
ema_20_50,0,0.0,off,off,pullback,atr_2.5,off,39868,-132588.73,-3.3257,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,pullback,atr_2.5,50pct_1R,12673,-42178.79,-3.3282,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,pullback,atr_3.0,off,29518,-98297.81,-3.3301,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,pullback,atr_3.0,50pct_1R,12673,-42294.95,-3.3374,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,immediate,atr_3.0,off,7442,-24839.28,-3.3377,3004,-9521.18,-3.1695
ema_20_50,20,0.0,reject_p75,off,pullback,atr_3.0,50pct_1R,18642,-62244.14,-3.3389,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,off,pullback,atr_2.5,off,4809,-16061.55,-3.3399,2002,-6689.57,-3.3414
ema_20_50,25,0.0,off,off,immediate,atr_2.5,off,17990,-60183.39,-3.3454,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,immediate,atr_3.0,off,6937,-23226.1,-3.3481,2788,-8061.85,-2.8916
ema_20_50,25,0.53,off,on,pullback,atr_3.0,off,6303,-21127.15,-3.3519,2125,-729.37,-0.3432
ema_20_50,20,0.0,off,on,immediate,atr_3.0,off,24819,-83213.16,-3.3528,0,0.0,0.0
ema_20_50,0,0.53,off,on,immediate,atr_3.0,50pct_1R,16151,-54157.25,-3.3532,5046,-6862.61,-1.36
ema_20_50,25,0.53,reject_p75,off,pullback,atr_3.0,off,4809,-16135.44,-3.3553,2002,-6528.46,-3.261
ema_50_200,25,0.53,reject_p75,off,pullback,regime_flip,off,3986,-13421.2,-3.3671,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,3986,-13421.2,-3.3671,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,pullback,atr_2.5,off,29518,-99571.42,-3.3732,0,0.0,0.0
ema_20_50,25,0.0,off,on,immediate,atr_3.0,off,16424,-55598.71,-3.3852,0,0.0,0.0
ema_20_50,25,0.0,off,on,pullback,atr_3.0,off,15659,-53101.65,-3.3911,0,0.0,0.0
ema_20_50,20,0.53,off,off,pullback,atr_3.0,50pct_1R,10245,-34762.53,-3.3931,3354,-4128.46,-1.2309
ema_20_50,20,0.0,reject_p75,on,immediate,atr_2.5,off,18172,-61810.99,-3.4014,0,0.0,0.0
ema_20_50,20,0.0,off,off,immediate,atr_3.0,off,26668,-90721.18,-3.4019,0,0.0,0.0
ema_20_50,20,0.53,off,off,immediate,atr_3.0,off,10728,-36501.57,-3.4025,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,pullback,atr_2.5,off,17347,-59069.53,-3.4052,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,13278,-45227.82,-3.4062,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,pullback,atr_2.5,off,10727,-36814.61,-3.432,4092,-15156.67,-3.704
ema_20_50,20,0.53,reject_p75,off,pullback,atr_2.5,off,7133,-24535.77,-3.4398,2877,-11215.94,-3.8985
ema_20_50,0,0.0,off,on,pullback,atr_3.0,off,37861,-130413.16,-3.4445,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,pullback,atr_3.0,off,11580,-39944.58,-3.4494,0,0.0,0.0
ema_20_50,20,0.0,off,on,pullback,atr_3.0,off,23644,-82304.14,-3.481,0,0.0,0.0
ema_20_50,25,0.0,off,off,pullback,atr_2.5,off,17141,-59797.97,-3.4886,0,0.0,0.0
ema_20_50,25,0.0,off,off,immediate,atr_3.0,off,17990,-62779.78,-3.4897,0,0.0,0.0
ema_20_50,0,0.0,off,off,pullback,atr_3.0,off,39868,-139759.38,-3.5056,0,0.0,0.0
ema_20_50,20,0.53,off,on,pullback,atr_3.0,50pct_1R,9539,-33551.88,-3.5173,3111,-3473.62,-1.1166
ema_20_50,20,0.0,reject_p75,on,pullback,atr_3.0,off,17347,-61136.14,-3.5243,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,pullback,atr_2.5,off,11580,-41076.11,-3.5472,0,0.0,0.0
ema_20_50,25,0.0,off,off,pullback,atr_3.0,off,17141,-60814.31,-3.5479,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,pullback,atr_2.5,off,11290,-40060.35,-3.5483,4316,-16321.38,-3.7816
ema_20_50,20,0.0,reject_p75,off,immediate,atr_2.5,off,19544,-69518.75,-3.557,0,0.0,0.0
ema_20_50,20,0.0,off,off,pullback,atr_3.0,off,25396,-90780.24,-3.5746,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,pullback,atr_3.0,off,10727,-38484.9,-3.5877,4092,-12433.19,-3.0384
ema_20_50,20,0.0,reject_p75,on,immediate,atr_3.0,off,18172,-65470.42,-3.6028,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,immediate,atr_2.5,off,12117,-43762.65,-3.6117,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,off,pullback,atr_2.5,off,18642,-67485.98,-3.6201,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,pullback,atr_3.0,off,11290,-40903.27,-3.623,4316,-13370.05,-3.0978
ema_20_50,20,0.53,off,on,immediate,atr_3.0,off,9985,-36200.63,-3.6255,0,0.0,0.0
ema_20_50,0,0.53,off,on,pullback,atr_2.5,off,15389,-55912.19,-3.6333,4809,-11054.61,-2.2987
ema_20_50,0,0.53,off,off,pullback,atr_2.5,off,16200,-58886.68,-3.635,5075,-12323.3,-2.4282
ema_20_50,25,0.0,reject_p75,on,immediate,atr_3.0,off,12117,-44219.92,-3.6494,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,pullback,atr_3.0,off,6652,-24303.74,-3.6536,2674,-9352.95,-3.4977
ema_20_50,0,0.53,off,off,pullback,atr_3.0,50pct_1R,16200,-59267.8,-3.6585,5075,-8508.62,-1.6766
ema_20_50,20,0.53,reject_p75,off,pullback,atr_3.0,off,7133,-26487.97,-3.7134,2877,-10698.23,-3.7185
ema_20_50,20,0.0,reject_p75,off,pullback,atr_3.0,off,18642,-69258.58,-3.7152,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,off,immediate,atr_3.0,off,19544,-72781.66,-3.724,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,pullback,atr_3.0,off,12673,-47210.54,-3.7253,0,0.0,0.0
ema_20_50,0,0.53,off,off,immediate,atr_3.0,off,17004,-63619.21,-3.7414,0,0.0,0.0
ema_20_50,0,0.53,off,on,pullback,atr_3.0,50pct_1R,15389,-57814.61,-3.7569,4809,-8192.62,-1.7036
ema_20_50,20,0.53,off,off,pullback,atr_3.0,off,10245,-39111.5,-3.8176,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,immediate,atr_2.5,off,13278,-50698.62,-3.8182,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,off,pullback,atr_2.5,off,12673,-48463.32,-3.8241,0,0.0,0.0
