d1_filter,adx_gate,hurst_gate,vov_gate,rsi_div,entry,exit,partial,oos_trades,oos_total_pips,oos_avg_pips,wf_trades,wf_total_pips,wf_avg_pips
off,0,0.53,reject_p75,off,immediate,regime_flip,off,24402,-62110.7,-2.5453,0,0.0,0.0
ema_20_50,25,0.53,off,off,pullback,atr_2.5,50pct_1R,6888,-17548.04,-2.5476,2329,-2348.24,-1.0083
ema_50_200,25,0.0,reject_p75,off,pullback,regime_tighten,off,10612,-27074.92,-2.5513,0,0.0,0.0
ema_20_50,20,0.0,off,on,immediate,atr_2.5,50pct_1R,24819,-63396.47,-2.5544,7795,-10100.96,-1.2958
ema_20_50,25,0.53,reject_p75,on,pullback,atr_2.5,50pct_1R,4419,-11290.41,-2.555,1833,-3665.6,-1.9998
ema_50_200,0,0.53,off,off,pullback,atr_3.0,off,13646,-34878.16,-2.5559,0,0.0,0.0
ema_50_200,0,0.53,off,on,pullback,atr_3.0,off,12993,-33240.91,-2.5584,0,0.0,0.0
ema_20_50,20,0.53,off,off,pullback,regime_tighten,off,10245,-26222.87,-2.5596,0,0.0,0.0
off,20,0.0,off,on,pullback,regime_flip,off,87407,-223968.3,-2.5624,0,0.0,0.0
off,20,0.0,off,on,pullback,regime_flip,50pct_1R,87407,-223968.3,-2.5624,0,0.0,0.0
ema_20_50,25,0.53,off,off,immediate,atr_3.0,50pct_1R,7196,-18444.02,-2.5631,4459,-11716.46,-2.6276
ema_50_200,25,0.53,reject_p75,off,pullback,regime_tighten,50pct_1R,3986,-10218.24,-2.5635,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,immediate,regime_flip,off,25912,-66471.7,-2.5653,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,immediate,regime_flip,50pct_1R,25912,-66471.7,-2.5653,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,immediate,regime_tighten,off,12117,-31189.02,-2.574,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,immediate,regime_flip,off,27269,-70209.9,-2.5747,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,immediate,regime_flip,50pct_1R,27269,-70209.9,-2.5747,0,0.0,0.0
ema_20_50,0,0.0,off,on,immediate,atr_2.5,50pct_1R,39791,-102511.82,-2.5763,12052,-19898.28,-1.651
ema_20_50,20,0.0,reject_p75,on,pullback,regime_tighten,50pct_1R,17347,-44700.77,-2.5769,0,0.0,0.0
ema_50_200,0,0.0,off,off,pullback,atr_2.5,off,35066,-90374.84,-2.5773,0,0.0,0.0
ema_20_50,25,0.53,off,on,pullback,regime_tighten,off,6303,-16302.43,-2.5865,0,0.0,0.0
ema_20_50,25,0.53,off,on,immediate,regime_flip,off,6579,-17023.1,-2.5875,0,0.0,0.0
ema_20_50,25,0.53,off,on,immediate,regime_flip,50pct_1R,6579,-17023.1,-2.5875,0,0.0,0.0
ema_50_200,25,0.0,off,on,immediate,regime_flip,50pct_1R,13988,-36198.8,-2.5878,0,0.0,0.0
ema_50_200,25,0.0,off,on,immediate,regime_flip,off,13988,-36198.8,-2.5878,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,on,immediate,regime_flip,off,15762,-40816.1,-2.5895,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,on,immediate,regime_flip,50pct_1R,15762,-40816.1,-2.5895,0,0.0,0.0
off,20,0.0,reject_p75,on,pullback,regime_flip,off,74664,-193369.6,-2.5899,0,0.0,0.0
off,20,0.0,reject_p75,on,pullback,regime_flip,50pct_1R,74664,-193369.6,-2.5899,0,0.0,0.0
ema_20_50,0,0.0,off,on,immediate,regime_flip,50pct_1R,39791,-103060.7,-2.5901,0,0.0,0.0
ema_20_50,0,0.0,off,on,immediate,regime_flip,off,39791,-103060.7,-2.5901,0,0.0,0.0
off,20,0.0,off,off,pullback,regime_flip,50pct_1R,94383,-245082.9,-2.5967,0,0.0,0.0
off,20,0.0,off,off,pullback,regime_flip,off,94383,-245082.9,-2.5967,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,immediate,atr_2.5,50pct_1R,7442,-19339.22,-2.5987,3004,-7284.13,-2.4248
ema_50_200,0,0.0,off,on,pullback,atr_3.0,off,33321,-86615.78,-2.5994,0,0.0,0.0
off,20,0.53,reject_p75,on,pullback,atr_3.0,50pct_1R,13550,-35301.4,-2.6053,5554,-16549.48,-2.9797
ema_20_50,25,0.53,off,on,immediate,atr_2.5,off,6579,-17177.07,-2.6109,2204,-1695.93,-0.7695
ema_20_50,25,0.0,off,off,pullback,regime_tighten,off,17141,-44798.71,-2.6135,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,off,immediate,regime_flip,50pct_1R,16904,-44189.2,-2.6141,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,off,immediate,regime_flip,off,16904,-44189.2,-2.6141,0,0.0,0.0
ema_20_50,0,0.0,off,off,immediate,regime_flip,50pct_1R,41906,-109622.4,-2.6159,0,0.0,0.0
ema_20_50,0,0.0,off,off,immediate,regime_flip,off,41906,-109622.4,-2.6159,0,0.0,0.0
ema_20_50,20,0.0,off,off,immediate,atr_2.5,50pct_1R,26668,-69820.44,-2.6181,0,0.0,0.0
ema_20_50,0,0.0,off,off,immediate,atr_2.5,50pct_1R,41906,-109907.45,-2.6227,0,0.0,0.0
off,20,0.53,off,on,immediate,regime_flip,50pct_1R,20461,-53673.6,-2.6232,0,0.0,0.0
off,20,0.53,off,on,immediate,regime_flip,off,20461,-53673.6,-2.6232,0,0.0,0.0
ema_50_200,25,0.0,off,off,immediate,regime_flip,50pct_1R,15276,-40101.3,-2.6251,0,0.0,0.0
ema_50_200,25,0.0,off,off,immediate,regime_flip,off,15276,-40101.3,-2.6251,0,0.0,0.0
ema_50_200,0,0.0,off,off,pullback,atr_3.0,off,35066,-92124.74,-2.6272,0,0.0,0.0
ema_20_50,20,0.0,off,on,immediate,regime_flip,off,24819,-65258.4,-2.6294,0,0.0,0.0
ema_20_50,20,0.0,off,on,immediate,regime_flip,50pct_1R,24819,-65258.4,-2.6294,0,0.0,0.0
off,20,0.53,reject_p75,off,immediate,atr_2.5,off,15216,-40015.84,-2.6299,6259,-18444.82,-2.9469
off,25,0.0,off,on,pullback,regime_flip,off,57690,-151833.7,-2.6319,0,0.0,0.0
off,25,0.0,off,on,pullback,regime_flip,50pct_1R,57690,-151833.7,-2.6319,0,0.0,0.0
ema_20_50,20,0.53,off,on,pullback,regime_tighten,50pct_1R,9539,-25117.73,-2.6332,0,0.0,0.0
ema_20_50,20,0.53,off,on,immediate,regime_flip,50pct_1R,9985,-26303.6,-2.6343,0,0.0,0.0
ema_20_50,20,0.53,off,on,immediate,regime_flip,off,9985,-26303.6,-2.6343,0,0.0,0.0
off,20,0.0,reject_p75,off,pullback,regime_flip,50pct_1R,80689,-212852.6,-2.6379,0,0.0,0.0
off,20,0.0,reject_p75,off,pullback,regime_flip,off,80689,-212852.6,-2.6379,0,0.0,0.0
off,0,0.53,reject_p75,off,pullback,atr_2.5,off,23290,-61451.69,-2.6385,9396,-27465.32,-2.9231
off,20,0.53,off,on,pullback,atr_3.0,off,19525,-51585.55,-2.642,6574,-16841.19,-2.5618
ema_20_50,25,0.53,off,off,immediate,regime_flip,50pct_1R,7196,-19028.6,-2.6443,0,0.0,0.0
ema_20_50,25,0.53,off,off,immediate,regime_flip,off,7196,-19028.6,-2.6443,0,0.0,0.0
off,25,0.53,off,on,immediate,regime_flip,50pct_1R,13444,-35557.7,-2.6449,0,0.0,0.0
off,25,0.53,off,on,immediate,regime_flip,off,13444,-35557.7,-2.6449,0,0.0,0.0
off,20,0.53,off,off,immediate,regime_flip,50pct_1R,21940,-58030.3,-2.645,0,0.0,0.0
off,20,0.53,off,off,immediate,regime_flip,off,21940,-58030.3,-2.645,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,immediate,atr_2.5,50pct_1R,11823,-31298.42,-2.6472,4536,-11277.58,-2.4862
off,25,0.53,reject_p75,off,pullback,regime_tighten,off,9640,-25523.3,-2.6476,0,0.0,0.0
off,20,0.53,off,off,pullback,atr_3.0,off,20939,-55585.92,-2.6547,7054,-19826.45,-2.8107
ema_20_50,25,0.53,off,off,pullback,regime_tighten,off,6888,-18290.93,-2.6555,0,0.0,0.0
off,25,0.0,reject_p75,on,pullback,regime_flip,off,49294,-130968.5,-2.6569,0,0.0,0.0
off,25,0.0,reject_p75,on,pullback,regime_flip,50pct_1R,49294,-130968.5,-2.6569,0,0.0,0.0
off,25,0.0,off,off,pullback,regime_flip,off,63618,-169236.8,-2.6602,0,0.0,0.0
off,25,0.0,off,off,pullback,regime_flip,50pct_1R,63618,-169236.8,-2.6602,0,0.0,0.0
ema_20_50,20,0.53,off,off,pullback,regime_tighten,50pct_1R,10245,-27270.24,-2.6618,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,immediate,atr_2.5,off,4594,-12228.88,-2.6619,1903,-4138.91,-2.1749
ema_20_50,0,0.53,reject_p75,on,pullback,regime_tighten,50pct_1R,10727,-28554.77,-2.662,0,0.0,0.0
ema_20_50,20,0.0,off,off,immediate,regime_flip,50pct_1R,26668,-71027.8,-2.6634,0,0.0,0.0
ema_20_50,20,0.0,off,off,immediate,regime_flip,off,26668,-71027.8,-2.6634,0,0.0,0.0
off,25,0.53,off,off,immediate,regime_flip,50pct_1R,14678,-39117.0,-2.665,0,0.0,0.0
off,25,0.53,off,off,immediate,regime_flip,off,14678,-39117.0,-2.665,0,0.0,0.0
off,20,0.53,reject_p75,off,pullback,atr_2.5,50pct_1R,14537,-38827.48,-2.6709,5968,-17643.13,-2.9563
ema_20_50,25,0.0,reject_p75,off,immediate,regime_tighten,off,13278,-35468.63,-2.6712,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,pullback,regime_tighten,off,17347,-46423.5,-2.6762,0,0.0,0.0
ema_20_50,20,0.53,off,off,immediate,regime_flip,off,10728,-28733.6,-2.6784,0,0.0,0.0
ema_20_50,20,0.53,off,off,immediate,regime_flip,50pct_1R,10728,-28733.6,-2.6784,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,pullback,regime_tighten,off,10727,-28752.99,-2.6804,0,0.0,0.0
ema_20_50,25,0.53,off,on,immediate,atr_3.0,50pct_1R,6579,-17639.58,-2.6812,4067,-11257.46,-2.768
ema_50_200,20,0.0,reject_p75,off,pullback,atr_2.5,off,16060,-43137.65,-2.686,0,0.0,0.0
off,25,0.0,reject_p75,off,pullback,regime_flip,off,54403,-146453.3,-2.692,0,0.0,0.0
off,25,0.0,reject_p75,off,pullback,regime_flip,50pct_1R,54403,-146453.3,-2.692,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,immediate,regime_flip,50pct_1R,11158,-30056.7,-2.6937,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,immediate,regime_flip,off,11158,-30056.7,-2.6937,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,off,pullback,regime_tighten,50pct_1R,18642,-50280.0,-2.6971,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,immediate,atr_2.5,50pct_1R,29428,-79422.34,-2.6989,0,0.0,0.0
ema_20_50,0,0.53,off,off,immediate,atr_2.5,50pct_1R,17004,-45908.06,-2.6998,5326,-9910.44,-1.8608
ema_50_200,0,0.53,off,on,immediate,regime_flip,50pct_1R,13684,-36953.8,-2.7005,0,0.0,0.0
ema_50_200,0,0.53,off,on,immediate,regime_flip,off,13684,-36953.8,-2.7005,0,0.0,0.0
ema_20_50,25,0.53,off,off,immediate,atr_2.5,off,7196,-19435.91,-2.7009,2421,-3339.66,-1.3795
ema_20_50,0,0.53,reject_p75,on,immediate,atr_3.0,50pct_1R,11233,-30349.87,-2.7018,4298,-8254.4,-1.9205
off,25,0.53,reject_p75,off,pullback,regime_tighten,50pct_1R,9640,-26047.86,-2.7021,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,immediate,regime_flip,off,10202,-27575.5,-2.703,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,immediate,regime_flip,50pct_1R,10202,-27575.5,-2.703,0,0.0,0.0
ema_20_50,0,0.53,off,on,immediate,atr_2.5,50pct_1R,16151,-43770.37,-2.7101,5046,-8940.49,-1.7718
off,20,0.53,reject_p75,on,pullback,atr_3.0,off,13550,-36747.43,-2.712,5554,-18167.64,-3.2711
off,25,0.53,reject_p75,off,pullback,atr_2.5,off,9640,-26183.24,-2.7161,4070,-11978.44,-2.9431
ema_50_200,20,0.53,off,on,immediate,regime_flip,50pct_1R,8364,-22724.9,-2.717,0,0.0,0.0
ema_50_200,20,0.53,off,on,immediate,regime_flip,off,8364,-22724.9,-2.717,0,0.0,0.0
ema_20_50,0,0.53,off,on,immediate,regime_flip,off,16151,-43909.6,-2.7187,0,0.0,0.0
ema_20_50,0,0.53,off,on,immediate,regime_flip,50pct_1R,16151,-43909.6,-2.7187,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,immediate,regime_flip,off,9893,-26911.5,-2.7203,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,immediate,regime_flip,50pct_1R,9893,-26911.5,-2.7203,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,immediate,regime_flip,off,6042,-16482.2,-2.7279,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,immediate,regime_flip,50pct_1R,6042,-16482.2,-2.7279,0,0.0,0.0
ema_20_50,25,0.53,off,on,pullback,regime_tighten,50pct_1R,6303,-17203.35,-2.7294,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,immediate,atr_3.0,50pct_1R,11823,-32311.09,-2.7329,4536,-8892.39,-1.9604
off,20,0.53,reject_p75,on,pullback,atr_2.5,off,13550,-37132.21,-2.7404,5554,-18033.01,-3.2469
ema_20_50,0,0.0,reject_p75,on,immediate,regime_flip,off,29428,-80687.7,-2.7419,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,immediate,regime_flip,50pct_1R,29428,-80687.7,-2.7419,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,29428,-80849.62,-2.7474,0,0.0,0.0
ema_20_50,0,0.53,off,off,immediate,regime_flip,off,17004,-46752.0,-2.7495,0,0.0,0.0
ema_20_50,0,0.53,off,off,immediate,regime_flip,50pct_1R,17004,-46752.0,-2.7495,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,pullback,regime_tighten,50pct_1R,11290,-31047.8,-2.75,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,immediate,regime_flip,50pct_1R,4594,-12645.7,-2.7527,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,immediate,regime_flip,off,4594,-12645.7,-2.7527,0,0.0,0.0
ema_20_50,20,0.53,off,on,pullback,atr_2.5,50pct_1R,9539,-26286.03,-2.7556,3111,-4489.76,-1.4432
ema_20_50,20,0.53,reject_p75,on,pullback,atr_2.5,50pct_1R,6652,-18352.04,-2.7589,2674,-7219.85,-2.7
ema_50_200,0,0.0,off,on,pullback,regime_flip,50pct_1R,33321,-92091.1,-2.7638,0,0.0,0.0
ema_50_200,0,0.0,off,on,pullback,regime_flip,off,33321,-92091.1,-2.7638,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,pullback,regime_flip,50pct_1R,24596,-67995.2,-2.7645,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,pullback,regime_flip,off,24596,-67995.2,-2.7645,0,0.0,0.0
ema_50_200,25,0.53,off,on,immediate,regime_flip,50pct_1R,5379,-14884.3,-2.7671,0,0.0,0.0
ema_50_200,25,0.53,off,on,immediate,regime_flip,off,5379,-14884.3,-2.7671,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,immediate,regime_flip,50pct_1R,31003,-85794.7,-2.7673,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,immediate,regime_flip,off,31003,-85794.7,-2.7673,0,0.0,0.0
off,25,0.53,reject_p75,on,immediate,regime_flip,50pct_1R,9240,-25583.0,-2.7687,0,0.0,0.0
off,25,0.53,reject_p75,on,immediate,regime_flip,off,9240,-25583.0,-2.7687,0,0.0,0.0
ema_50_200,0,0.53,off,off,immediate,regime_flip,off,14363,-39813.2,-2.7719,0,0.0,0.0
ema_50_200,0,0.53,off,off,immediate,regime_flip,50pct_1R,14363,-39813.2,-2.7719,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,pullback,regime_tighten,off,11290,-31332.14,-2.7752,0,0.0,0.0
off,20,0.53,reject_p75,on,immediate,regime_flip,50pct_1R,14182,-39387.6,-2.7773,0,0.0,0.0
off,20,0.53,reject_p75,on,immediate,regime_flip,off,14182,-39387.6,-2.7773,0,0.0,0.0
ema_20_50,25,0.53,off,off,pullback,regime_tighten,50pct_1R,6888,-19131.2,-2.7775,0,0.0,0.0
ema_20_50,20,0.0,off,on,pullback,atr_2.5,50pct_1R,23644,-65800.01,-2.7829,7437,-9726.38,-1.3078
ema_50_200,0,0.0,off,off,pullback,regime_flip,off,35066,-97683.0,-2.7857,0,0.0,0.0
ema_50_200,0,0.0,off,off,pullback,regime_flip,50pct_1R,35066,-97683.0,-2.7857,0,0.0,0.0
ema_20_50,25,0.0,off,on,immediate,atr_2.5,50pct_1R,16424,-45804.95,-2.7889,5316,-7316.75,-1.3764
ema_20_50,0,0.0,reject_p75,off,immediate,atr_2.5,50pct_1R,31003,-86500.18,-2.7901,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,immediate,regime_flip,50pct_1R,3852,-10748.1,-2.7903,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,on,immediate,regime_flip,off,3852,-10748.1,-2.7903,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,pullback,regime_flip,50pct_1R,25888,-72301.9,-2.7929,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,pullback,regime_flip,off,25888,-72301.9,-2.7929,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,on,pullback,regime_flip,off,14975,-41835.9,-2.7937,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,on,pullback,regime_flip,50pct_1R,14975,-41835.9,-2.7937,0,0.0,0.0
off,0,0.53,off,off,pullback,regime_flip,off,33359,-93218.2,-2.7944,0,0.0,0.0
off,0,0.53,off,off,pullback,regime_flip,50pct_1R,33359,-93218.2,-2.7944,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,immediate,regime_flip,off,10375,-29017.9,-2.7969,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,immediate,regime_flip,50pct_1R,10375,-29017.9,-2.7969,0,0.0,0.0
ema_50_200,20,0.0,off,on,pullback,regime_flip,50pct_1R,20530,-57437.8,-2.7977,0,0.0,0.0
ema_50_200,20,0.0,off,on,pullback,regime_flip,off,20530,-57437.8,-2.7977,0,0.0,0.0
off,0,0.53,off,on,pullback,regime_flip,off,31754,-88878.9,-2.799,0,0.0,0.0
off,0,0.53,off,on,pullback,regime_flip,50pct_1R,31754,-88878.9,-2.799,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,immediate,atr_3.0,50pct_1R,6937,-19424.87,-2.8002,2788,-5789.47,-2.0766
off,20,0.53,off,on,pullback,regime_flip,off,19525,-54695.7,-2.8013,0,0.0,0.0
off,20,0.53,off,on,pullback,regime_flip,50pct_1R,19525,-54695.7,-2.8013,0,0.0,0.0
ema_20_50,20,0.53,off,off,pullback,atr_2.5,50pct_1R,10245,-28701.95,-2.8016,3354,-5549.41,-1.6546
off,20,0.53,reject_p75,off,pullback,atr_3.0,50pct_1R,14537,-40752.81,-2.8034,5968,-19307.5,-3.2352
ema_20_50,20,0.0,reject_p75,off,pullback,regime_tighten,off,18642,-52268.83,-2.8038,0,0.0,0.0
off,20,0.53,off,off,pullback,regime_flip,off,20939,-58710.3,-2.8039,0,0.0,0.0
off,20,0.53,off,off,pullback,regime_flip,50pct_1R,20939,-58710.3,-2.8039,0,0.0,0.0
off,25,0.53,reject_p75,off,immediate,regime_flip,50pct_1R,10092,-28357.7,-2.8099,0,0.0,0.0
off,25,0.53,reject_p75,off,immediate,regime_flip,off,10092,-28357.7,-2.8099,0,0.0,0.0
ema_20_50,25,0.0,off,on,immediate,regime_flip,off,16424,-46224.8,-2.8145,0,0.0,0.0
ema_20_50,25,0.0,off,on,immediate,regime_flip,50pct_1R,16424,-46224.8,-2.8145,0,0.0,0.0
ema_20_50,25,0.0,reject_p75,on,pullback,regime_tighten,50pct_1R,11580,-32593.97,-2.8147,0,0.0,0.0
ema_50_200,20,0.53,off,off,immediate,regime_flip,off,8933,-25189.0,-2.8198,0,0.0,0.0
ema_50_200,20,0.53,off,off,immediate,regime_flip,50pct_1R,8933,-25189.0,-2.8198,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,off,immediate,regime_flip,off,5007,-14126.8,-2.8214,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,off,immediate,regime_flip,50pct_1R,5007,-14126.8,-2.8214,0,0.0,0.0
ema_20_50,25,0.0,off,off,immediate,regime_flip,50pct_1R,17990,-50789.6,-2.8232,0,0.0,0.0
ema_20_50,25,0.0,off,off,immediate,regime_flip,off,17990,-50789.6,-2.8232,0,0.0,0.0
off,20,0.53,reject_p75,off,immediate,regime_flip,off,15216,-43053.3,-2.8295,0,0.0,0.0
off,20,0.53,reject_p75,off,immediate,regime_flip,50pct_1R,15216,-43053.3,-2.8295,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,31003,-87864.79,-2.8341,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,immediate,regime_flip,50pct_1R,6442,-18278.9,-2.8375,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,immediate,regime_flip,off,6442,-18278.9,-2.8375,0,0.0,0.0
ema_20_50,20,0.53,off,on,immediate,atr_2.5,off,9985,-28350.4,-2.8393,3245,-4610.16,-1.4207
ema_20_50,25,0.53,reject_p75,on,immediate,atr_3.0,off,4594,-13047.35,-2.8401,1903,-3469.16,-1.823
ema_20_50,25,0.53,reject_p75,off,pullback,atr_2.5,50pct_1R,4809,-13674.44,-2.8435,2002,-4586.13,-2.2908
off,25,0.53,off,on,pullback,regime_flip,50pct_1R,12837,-36556.3,-2.8477,0,0.0,0.0
off,25,0.53,off,on,pullback,regime_flip,off,12837,-36556.3,-2.8477,0,0.0,0.0
ema_50_200,20,0.0,off,off,pullback,regime_flip,50pct_1R,22000,-62700.1,-2.85,0,0.0,0.0
ema_50_200,20,0.0,off,off,pullback,regime_flip,off,22000,-62700.1,-2.85,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,pullback,atr_3.0,50pct_1R,4419,-12601.06,-2.8516,1833,-3280.93,-1.7899
off,25,0.53,off,off,pullback,regime_flip,50pct_1R,14017,-40030.2,-2.8558,0,0.0,0.0
off,25,0.53,off,off,pullback,regime_flip,off,14017,-40030.2,-2.8558,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,pullback,atr_3.0,50pct_1R,28028,-80080.05,-2.8571,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,off,immediate,atr_3.0,50pct_1R,7442,-21275.74,-2.8589,3004,-6884.59,-2.2918
off,0,0.53,reject_p75,on,pullback,regime_flip,50pct_1R,22150,-63354.7,-2.8603,0,0.0,0.0
off,0,0.53,reject_p75,on,pullback,regime_flip,off,22150,-63354.7,-2.8603,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,off,pullback,regime_flip,50pct_1R,16060,-45957.3,-2.8616,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,off,pullback,regime_flip,off,16060,-45957.3,-2.8616,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,immediate,regime_flip,50pct_1R,4176,-11951.0,-2.8618,0,0.0,0.0
ema_50_200,25,0.53,reject_p75,off,immediate,regime_flip,off,4176,-11951.0,-2.8618,0,0.0,0.0
ema_20_50,20,0.53,off,off,immediate,atr_2.5,off,10728,-30768.99,-2.8681,3501,-6500.7,-1.8568
ema_20_50,0,0.0,off,on,immediate,atr_3.0,50pct_1R,39791,-114153.53,-2.8688,0,0.0,0.0
ema_20_50,25,0.0,off,off,immediate,atr_2.5,50pct_1R,17990,-51643.46,-2.8707,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,pullback,atr_2.5,50pct_1R,28028,-80463.81,-2.8708,0,0.0,0.0
ema_20_50,25,0.53,off,on,pullback,atr_2.5,off,6303,-18105.89,-2.8726,2125,-1958.28,-0.9215
ema_20_50,0,0.0,off,on,pullback,regime_flip,50pct_1R,37861,-108917.7,-2.8768,0,0.0,0.0
ema_20_50,0,0.0,off,on,pullback,regime_flip,off,37861,-108917.7,-2.8768,0,0.0,0.0
ema_50_200,25,0.53,off,off,immediate,regime_flip,50pct_1R,5841,-16818.6,-2.8794,0,0.0,0.0
ema_50_200,25,0.53,off,off,immediate,regime_flip,off,5841,-16818.6,-2.8794,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,immediate,regime_flip,50pct_1R,11233,-32411.5,-2.8854,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,immediate,regime_flip,off,11233,-32411.5,-2.8854,0,0.0,0.0
ema_20_50,25,0.53,off,on,pullback,regime_flip,50pct_1R,6303,-18195.1,-2.8867,0,0.0,0.0
ema_20_50,25,0.53,off,on,pullback,regime_flip,off,6303,-18195.1,-2.8867,0,0.0,0.0
ema_20_50,20,0.0,off,off,pullback,atr_2.5,50pct_1R,25396,-73311.97,-2.8868,7965,-11131.93,-1.3976
ema_20_50,0,0.0,off,on,pullback,atr_2.5,50pct_1R,37861,-109300.91,-2.8869,11454,-20866.4,-1.8218
ema_20_50,0,0.0,off,off,pullback,regime_flip,50pct_1R,39868,-115113.4,-2.8874,0,0.0,0.0
ema_20_50,0,0.0,off,off,pullback,regime_flip,off,39868,-115113.4,-2.8874,0,0.0,0.0
off,0,0.53,reject_p75,off,pullback,regime_flip,50pct_1R,23290,-67337.5,-2.8913,0,0.0,0.0
off,0,0.53,reject_p75,off,pullback,regime_flip,off,23290,-67337.5,-2.8913,0,0.0,0.0
ema_20_50,0,0.0,off,off,immediate,atr_3.0,50pct_1R,41906,-121294.55,-2.8944,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,off,immediate,atr_3.0,off,5007,-14504.61,-2.8969,2085,-5272.65,-2.5288
off,20,0.53,reject_p75,off,pullback,atr_3.0,off,14537,-42152.37,-2.8997,5968,-21164.52,-3.5463
ema_20_50,25,0.53,off,off,immediate,atr_3.0,off,7196,-20867.49,-2.8999,0,0.0,0.0
ema_20_50,20,0.0,off,on,pullback,regime_flip,50pct_1R,23644,-68634.4,-2.9028,0,0.0,0.0
ema_20_50,20,0.0,off,on,pullback,regime_flip,off,23644,-68634.4,-2.9028,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,immediate,regime_flip,off,18172,-52755.0,-2.9031,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,immediate,regime_flip,50pct_1R,18172,-52755.0,-2.9031,0,0.0,0.0
ema_20_50,20,0.53,off,on,pullback,regime_flip,50pct_1R,9539,-27699.5,-2.9038,0,0.0,0.0
ema_20_50,20,0.53,off,on,pullback,regime_flip,off,9539,-27699.5,-2.9038,0,0.0,0.0
ema_20_50,0,0.0,off,on,immediate,atr_2.5,off,39791,-115694.71,-2.9076,12052,-23710.16,-1.9673
ema_20_50,20,0.53,reject_p75,on,immediate,regime_flip,off,6937,-20189.2,-2.9104,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,immediate,regime_flip,50pct_1R,6937,-20189.2,-2.9104,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,pullback,regime_tighten,off,6652,-19391.77,-2.9152,0,0.0,0.0
